SYMBOL	cluster	uniprot	ENSEMBL	GENENAME	GO_terms	GO_names	pbc	p_value	present_median	present_average	present_consistency	xabsent_median	xabsent_average	xabsent_consistency
IVD	I60_OG000195	P26440	ENSG00000128928	isovaleryl-CoA dehydrogenase	GO:0005515; GO:0005654; GO:0005739; GO:0005759; GO:0006552; GO:0008470; GO:0009083; GO:0033539; GO:0042802; GO:0050660	protein binding; nucleoplasm; mitochondrion; mitochondrial matrix; L-leucine catabolic process; 3-methylbutanoyl-CoA dehydrogenase activity; branched-chain amino acid catabolic process; fatty acid beta-oxidation using acyl-CoA dehydrogenase; identical protein binding; flavin adenine dinucleotide binding	0.3887	0.00703	1	0.9545454545454546	1.0	1.0	0.625	0.625
JMJD4	I14_OG000454	Q9H9V9	ENSG00000081692	jumonji domain containing 4	GO:0005515; GO:0005634; GO:0005737; GO:0005829; GO:0016706; GO:0018126; GO:0043565; GO:0045905; GO:0046872; GO:0106156	protein binding; nucleus; cytoplasm; cytosol; 2-oxoglutarate-dependent dioxygenase activity; protein hydroxylation; sequence-specific DNA binding; positive regulation of translational termination; metal ion binding; peptidyl-lysine 4-dioxygenase activity	0.3953	0.00117	1	1.0	1.0	1.0	0.6875	0.6875
JMJD6	I14_OG000454	Q6NYC1	ENSG00000070495	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	GO:0001822; GO:0002040; GO:0003723; GO:0003727; GO:0005506; GO:0005515; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006338; GO:0006397; GO:0006909; GO:0007166; GO:0007507; GO:0008380; GO:0018395; GO:0030324; GO:0032452; GO:0032463; GO:0033077; GO:0033746; GO:0033749; GO:0035513; GO:0035515; GO:0038023; GO:0042116; GO:0042802; GO:0043654; GO:0045893; GO:0045944; GO:0048024; GO:0048821; GO:0051260; GO:0060041; GO:0070815; GO:0106140; GO:0140457; GO:0140537; GO:0140694; GO:1990904	kidney development; sprouting angiogenesis; RNA binding; single-stranded RNA binding; iron ion binding; protein binding; nucleus; nucleoplasm; nucleolus; cytoplasm; cytosol; plasma membrane; chromatin remodeling; mRNA processing; phagocytosis; cell surface receptor signaling pathway; heart development; RNA splicing; peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine; lung development; histone demethylase activity; negative regulation of protein homooligomerization; T cell differentiation in thymus; histone H3R2 demethylase activity; histone H4R3 demethylase activity; oxidative RNA demethylation; oxidative RNA demethylase activity; signaling receptor activity; macrophage activation; identical protein binding; recognition of apoptotic cell; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; regulation of mRNA splicing, via spliceosome; erythrocyte development; protein homooligomerization; retina development in camera-type eye; peptidyl-lysine 5-dioxygenase activity; P-TEFb complex binding; protein demethylase activity; transcription regulator activator activity; membraneless organelle assembly; ribonucleoprotein complex	0.3953	0.00117	1	1.0	1.0	1.0	0.6875	0.6875
JMJD7	I14_OG001355	P0C870	ENSG00000243789	jumonji domain containing 7	GO:0004175; GO:0004177; GO:0004497; GO:0005515; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0016706; GO:0018126; GO:0035064; GO:0046872; GO:0106155	endopeptidase activity; aminopeptidase activity; monooxygenase activity; protein binding; nucleus; cytoplasm; cytosol; proteolysis; 2-oxoglutarate-dependent dioxygenase activity; protein hydroxylation; methylated histone binding; metal ion binding; peptidyl-lysine 3-dioxygenase activity	0.4905	0.04543	1	1.0	1.0	1.0	0.5625	0.5625
KANSL1	I60_OG000195	Q7Z3B3	ENSG00000120071	KAT8 regulatory NSL complex subunit 1	GO:0000123; GO:0000776; GO:0005515; GO:0005634; GO:0005654; GO:0005739; GO:0006325; GO:0035035; GO:0044545; GO:0045893; GO:0071339; GO:1903108	histone acetyltransferase complex; kinetochore; protein binding; nucleus; nucleoplasm; mitochondrion; chromatin organization; histone acetyltransferase binding; NSL complex; positive regulation of DNA-templated transcription; MLL1 complex; regulation of mitochondrial transcription	0.3887	0.00703	1	0.9545454545454546	1.0	1.0	0.625	0.625
KANSL1	I60_OG000195	Q7Z3B3	ENSG00000275867	KAT8 regulatory NSL complex subunit 1	GO:0000123; GO:0000776; GO:0005515; GO:0005634; GO:0005654; GO:0005739; GO:0006325; GO:0035035; GO:0044545; GO:0045893; GO:0071339; GO:1903108	histone acetyltransferase complex; kinetochore; protein binding; nucleus; nucleoplasm; mitochondrion; chromatin organization; histone acetyltransferase binding; NSL complex; positive regulation of DNA-templated transcription; MLL1 complex; regulation of mitochondrial transcription	0.3887	0.00703	1	0.9545454545454546	1.0	1.0	0.625	0.625
KANSL1	I60_OG000195	Q7Z3B3	ENSG00000278458	KAT8 regulatory NSL complex subunit 1	GO:0000123; GO:0000776; GO:0005515; GO:0005634; GO:0005654; GO:0005739; GO:0006325; GO:0035035; GO:0044545; GO:0045893; GO:0071339; GO:1903108	histone acetyltransferase complex; kinetochore; protein binding; nucleus; nucleoplasm; mitochondrion; chromatin organization; histone acetyltransferase binding; NSL complex; positive regulation of DNA-templated transcription; MLL1 complex; regulation of mitochondrial transcription	0.3887	0.00703	1	0.9545454545454546	1.0	1.0	0.625	0.625
KANSL1L	I60_OG000195	A0AUZ9	ENSG00000144445	KAT8 regulatory NSL complex subunit 1 like	GO:0035035; GO:0043231; GO:0044545	histone acetyltransferase binding; intracellular membrane-bounded organelle; NSL complex	0.3887	0.00703	1	0.9545454545454546	1.0	1.0	0.625	0.625
KCP	I14_OG000738	Q6ZWJ8	ENSG00000135253	kielin cysteine rich BMP regulator	GO:0005576; GO:0030513	extracellular region; positive regulation of BMP signaling pathway	0.4524	0.01249	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125
KHSRP	I14_OG002503	Q92945	ENSG00000088247	KH-type splicing regulatory protein	GO:0000178; GO:0000375; GO:0003677; GO:0003723; GO:0003729; GO:0005515; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0006397; GO:0006457; GO:0008380; GO:0010586; GO:0010989; GO:0016020; GO:0035925; GO:0043488; GO:0044183; GO:0045019; GO:0051028; GO:0061014; GO:0061158; GO:0071345	exosome (RNase complex); RNA splicing, via transesterification reactions; DNA binding; RNA binding; mRNA binding; protein binding; nucleus; nucleoplasm; cytoplasm; cytosol; regulation of transcription by RNA polymerase II; mRNA processing; protein folding; RNA splicing; miRNA metabolic process; negative regulation of low-density lipoprotein particle clearance; membrane; mRNA 3'-UTR AU-rich region binding; regulation of mRNA stability; protein folding chaperone; negative regulation of nitric oxide biosynthetic process; mRNA transport; positive regulation of mRNA catabolic process; 3'-UTR-mediated mRNA destabilization; cellular response to cytokine stimulus	0.3355	0.00931	1.0	0.9545454545454546	1.0	1.0	0.6875	0.6875
KIF12	I60_OG004597	Q96FN5	ENSG00000136883	kinesin family member 12	GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0070062	microtubule motor activity; ATP binding; cytoplasm; kinesin complex; microtubule; microtubule-based movement; microtubule binding; ATP hydrolysis activity; extracellular exosome	0.4798	0.04922	1.0	0.9090909090909091	0.9090909090909091	0.0	0.4375	0.4375
KIF20A	I20_OG003525	O95235	ENSG00000112984	kinesin family member 20A	GO:0000281; GO:0001578; GO:0003777; GO:0005515; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005819; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0015031; GO:0016887; GO:0019901; GO:0030496; GO:0032465; GO:0045171; GO:0061952	mitotic cytokinesis; microtubule bundle formation; microtubule motor activity; protein binding; ATP binding; nucleus; nucleoplasm; cytoplasm; Golgi apparatus; spindle; kinesin complex; microtubule; microtubule-based movement; microtubule binding; protein transport; ATP hydrolysis activity; protein kinase binding; midbody; regulation of cytokinesis; intercellular bridge; midbody abscission	0.5587	0.0237	1.0	0.8181818181818182	0.8181818181818181	0.0	0.25	0.25
KIF20B	I20_OG003525	Q96Q89	ENSG00000138182	kinesin family member 20B	GO:0001843; GO:0003777; GO:0005515; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0007088; GO:0008017; GO:0008284; GO:0008574; GO:0016887; GO:0030426; GO:0030496; GO:0032467; GO:0035372; GO:0042803; GO:0045171; GO:0048471; GO:0048812; GO:0050699; GO:0051233; GO:0051301; GO:0051726; GO:0070938; GO:0090316; GO:0097431; GO:1903438; GO:1990023; GO:2000114; GO:2001224	neural tube closure; microtubule motor activity; protein binding; ATP binding; nucleus; nucleoplasm; nucleolus; cytoplasm; centrosome; cytosol; kinesin complex; microtubule; microtubule-based movement; regulation of mitotic nuclear division; microtubule binding; positive regulation of cell population proliferation; plus-end-directed microtubule motor activity; ATP hydrolysis activity; growth cone; midbody; positive regulation of cytokinesis; protein localization to microtubule; protein homodimerization activity; intercellular bridge; perinuclear region of cytoplasm; neuron projection morphogenesis; WW domain binding; spindle midzone; cell division; regulation of cell cycle; contractile ring; positive regulation of intracellular protein transport; mitotic spindle pole; positive regulation of mitotic cytokinetic process; mitotic spindle midzone; regulation of establishment of cell polarity; positive regulation of neuron migration	0.5587	0.0237	1.0	0.8181818181818182	0.8181818181818181	0.0	0.25	0.25
KIF23	I20_OG003525	Q02241	ENSG00000137807	kinesin family member 23	GO:0000022; GO:0000281; GO:0003777; GO:0005515; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0005925; GO:0007018; GO:0008017; GO:0016887; GO:0030496; GO:0032467; GO:0051256; GO:0072686; GO:0090543; GO:0097149	mitotic spindle elongation; mitotic cytokinesis; microtubule motor activity; protein binding; ATP binding; nucleus; nucleoplasm; cytoplasm; mitochondrion; centrosome; spindle; cytosol; kinesin complex; microtubule; focal adhesion; microtubule-based movement; microtubule binding; ATP hydrolysis activity; midbody; positive regulation of cytokinesis; mitotic spindle midzone assembly; mitotic spindle; Flemming body; centralspindlin complex	0.5587	0.0237	1.0	0.8181818181818182	0.8181818181818181	0.0	0.25	0.25
KIRREL1	I14_OG003095	Q96J84	ENSG00000183853	kirre like nephrin family adhesion molecule 1	GO:0003094; GO:0005515; GO:0005886; GO:0005911; GO:0017022; GO:0030838; GO:0031253; GO:0043198; GO:0045121; GO:0045217; GO:0048471; GO:0050839; GO:0097017; GO:0098609	glomerular filtration; protein binding; plasma membrane; cell-cell junction; myosin binding; positive regulation of actin filament polymerization; cell projection membrane; dendritic shaft; membrane raft; cell-cell junction maintenance; perinuclear region of cytoplasm; cell adhesion molecule binding; renal protein absorption; cell-cell adhesion	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
KIRREL2	I14_OG003095	Q6UWL6	ENSG00000126259	kirre like nephrin family adhesion molecule 2	GO:0005515; GO:0005886; GO:0005911; GO:0007155; GO:0016020; GO:0036057; GO:0042802; GO:0050839; GO:0098609	protein binding; plasma membrane; cell-cell junction; cell adhesion; membrane; slit diaphragm; identical protein binding; cell adhesion molecule binding; cell-cell adhesion	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
KIRREL3	I14_OG003095	Q8IZU9	ENSG00000149571	kirre like nephrin family adhesion molecule 3	GO:0001764; GO:0002121; GO:0005515; GO:0005576; GO:0005886; GO:0005911; GO:0007156; GO:0007416; GO:0008021; GO:0016020; GO:0021740; GO:0021766; GO:0030097; GO:0030424; GO:0030425; GO:0043198; GO:0048812; GO:0050839; GO:0072102; GO:0098609	neuron migration; inter-male aggressive behavior; protein binding; extracellular region; plasma membrane; cell-cell junction; homophilic cell adhesion via plasma membrane adhesion molecules; synapse assembly; synaptic vesicle; membrane; principal sensory nucleus of trigeminal nerve development; hippocampus development; hemopoiesis; axon; dendrite; dendritic shaft; neuron projection morphogenesis; cell adhesion molecule binding; glomerulus morphogenesis; cell-cell adhesion	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
KPTN	I14_OG008877	Q9Y664	ENSG00000118162	kaptin, actin binding protein	GO:0005765; GO:0007015; GO:0030027; GO:0031941; GO:0032420; GO:0034198; GO:0042149; GO:0051015; GO:0061462; GO:0098871; GO:0140007; GO:1904262	lysosomal membrane; actin filament organization; lamellipodium; filamentous actin; stereocilium; cellular response to amino acid starvation; cellular response to glucose starvation; actin filament binding; protein localization to lysosome; postsynaptic actin cytoskeleton; KICSTOR complex; negative regulation of TORC1 signaling	0.4524	0.00834	1	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125
KRAS	I60_OG000026	P01116	ENSG00000133703	KRAS proto-oncogene, GTPase	GO:0000139; GO:0000165; GO:0001934; GO:0003924; GO:0003925; GO:0005515; GO:0005525; GO:0005737; GO:0005741; GO:0005789; GO:0005829; GO:0005886; GO:0005925; GO:0007265; GO:0008542; GO:0009898; GO:0010467; GO:0010628; GO:0014009; GO:0016020; GO:0016601; GO:0019003; GO:0021897; GO:0030036; GO:0030857; GO:0032228; GO:0035022; GO:0035914; GO:0042802; GO:0043495; GO:0043524; GO:0044877; GO:0048169; GO:0048873; GO:0051146; GO:0051402; GO:0060252; GO:0060441; GO:0060509	Golgi membrane; MAPK cascade; positive regulation of protein phosphorylation; GTPase activity; G protein activity; protein binding; GTP binding; cytoplasm; mitochondrial outer membrane; endoplasmic reticulum membrane; cytosol; plasma membrane; focal adhesion; Ras protein signal transduction; visual learning; cytoplasmic side of plasma membrane; gene expression; positive regulation of gene expression; glial cell proliferation; membrane; Rac protein signal transduction; GDP binding; forebrain astrocyte development; actin cytoskeleton organization; negative regulation of epithelial cell differentiation; regulation of synaptic transmission, GABAergic; positive regulation of Rac protein signal transduction; skeletal muscle cell differentiation; identical protein binding; protein-membrane adaptor activity; negative regulation of neuron apoptotic process; protein-containing complex binding; regulation of long-term neuronal synaptic plasticity; homeostasis of number of cells within a tissue; striated muscle cell differentiation; neuron apoptotic process; positive regulation of glial cell proliferation; epithelial tube branching involved in lung morphogenesis; type I pneumocyte differentiation	0.4381	0	1	0.8636363636363636	0.9090909090909091	0.0	0.4375	0.4375
L3HYPDH	I14_OG003095	Q96EM0	ENSG00000126790	trans-L-3-hydroxyproline dehydratase	GO:0016836; GO:0050346	hydro-lyase activity; trans-L-3-hydroxyproline dehydratase activity	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
LEPROT	I14_OG003258	O15243	ENSG00000213625	leptin receptor overlapping transcript	GO:0000139; GO:0005102; GO:0005515; GO:0005768; GO:0005794; GO:0010008; GO:0032511; GO:0046426; GO:0060400; GO:1903955; GO:2000009	Golgi membrane; signaling receptor binding; protein binding; endosome; Golgi apparatus; endosome membrane; late endosome to vacuole transport via multivesicular body sorting pathway; negative regulation of receptor signaling pathway via JAK-STAT; negative regulation of growth hormone receptor signaling pathway; positive regulation of protein targeting to mitochondrion; negative regulation of protein localization to cell surface	0.6697	0.00339	1	0.6818181818181818	0.7272727272727273	0.0	0.0625	0.0625
LEPROTL1	I14_OG003258	O95214	ENSG00000104660	leptin receptor overlapping transcript like 1	GO:0005515; GO:0005768; GO:0016020; GO:0032511; GO:0042802; GO:0060400	protein binding; endosome; membrane; late endosome to vacuole transport via multivesicular body sorting pathway; identical protein binding; negative regulation of growth hormone receptor signaling pathway	0.6697	0.00339	1	0.6818181818181818	0.7272727272727273	0.0	0.0625	0.0625
LMOD1	I14_OG004468	P29536	ENSG00000163431	leiomodin 1	GO:0003779; GO:0005523; GO:0005829; GO:0005856; GO:0005865; GO:0005884; GO:0006936; GO:0007015; GO:0016020; GO:0030016; GO:0030017; GO:0030239; GO:0030838; GO:0045010; GO:0051694	actin binding; tropomyosin binding; cytosol; cytoskeleton; striated muscle thin filament; actin filament; muscle contraction; actin filament organization; membrane; myofibril; sarcomere; myofibril assembly; positive regulation of actin filament polymerization; actin nucleation; pointed-end actin filament capping	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
LMOD2	I14_OG004468	Q6P5Q4	ENSG00000170807	leiomodin 2	GO:0003779; GO:0003785; GO:0005523; GO:0005856; GO:0005865; GO:0005884; GO:0006936; GO:0007015; GO:0030016; GO:0030017; GO:0030041; GO:0030239; GO:0030838; GO:0031430; GO:0045010; GO:0045214; GO:0051694	actin binding; actin monomer binding; tropomyosin binding; cytoskeleton; striated muscle thin filament; actin filament; muscle contraction; actin filament organization; myofibril; sarcomere; actin filament polymerization; myofibril assembly; positive regulation of actin filament polymerization; M band; actin nucleation; sarcomere organization; pointed-end actin filament capping	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
LMOD3	I14_OG004468	Q0VAK6	ENSG00000163380	leiomodin 3	GO:0003785; GO:0005515; GO:0005523; GO:0005737; GO:0005856; GO:0005865; GO:0006936; GO:0006941; GO:0007015; GO:0030016; GO:0030239; GO:0030240; GO:0031430; GO:0045010; GO:0048741; GO:0048743; GO:0051694	actin monomer binding; protein binding; tropomyosin binding; cytoplasm; cytoskeleton; striated muscle thin filament; muscle contraction; striated muscle contraction; actin filament organization; myofibril; myofibril assembly; skeletal muscle thin filament assembly; M band; actin nucleation; skeletal muscle fiber development; positive regulation of skeletal muscle fiber development; pointed-end actin filament capping	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
LOC128966744	I14_OG000676	Q6NUI2	ENSG00000237510	glycerol-3-phosphate acyltransferase 2, mitochondrial	GO:0003841; GO:0004366; GO:0005739; GO:0005741; GO:0006072; GO:0006650; GO:0006654; GO:0016024; GO:0019432; GO:0034587	1-acylglycerol-3-phosphate O-acyltransferase activity; glycerol-3-phosphate O-acyltransferase activity; mitochondrion; mitochondrial outer membrane; glycerol-3-phosphate metabolic process; glycerophospholipid metabolic process; phosphatidic acid biosynthetic process; CDP-diacylglycerol biosynthetic process; triglyceride biosynthetic process; piRNA processing	0.4609	0.0172	1	0.7727272727272727	0.8181818181818181	0.0	0.3125	0.3125
LOC128966744	I14_OG000676	Q6NUI2	ENSG00000186281	glycerol-3-phosphate acyltransferase 2, mitochondrial	GO:0003841; GO:0004366; GO:0005739; GO:0005741; GO:0006072; GO:0006650; GO:0006654; GO:0016024; GO:0019432; GO:0034587	1-acylglycerol-3-phosphate O-acyltransferase activity; glycerol-3-phosphate O-acyltransferase activity; mitochondrion; mitochondrial outer membrane; glycerol-3-phosphate metabolic process; glycerophospholipid metabolic process; phosphatidic acid biosynthetic process; CDP-diacylglycerol biosynthetic process; triglyceride biosynthetic process; piRNA processing	0.4609	0.0172	1	0.7727272727272727	0.8181818181818181	0.0	0.3125	0.3125
LRP2BP	I14_OG002336	Q9P2M1	ENSG00000109771	LRP2 binding protein	GO:0005515; GO:0005737	protein binding; cytoplasm	0.4319	0	1	1.0	1.0	1.0	0.65625	0.6875
LRPPRC	I14_OG003395	P42704	ENSG00000138095	leucine rich pentatricopeptide repeat containing	GO:0000794; GO:0000957; GO:0000961; GO:0003697; GO:0003723; GO:0003730; GO:0005515; GO:0005634; GO:0005637; GO:0005640; GO:0005654; GO:0005739; GO:0005759; GO:0005856; GO:0005874; GO:0006914; GO:0008017; GO:0016020; GO:0031625; GO:0042645; GO:0047497; GO:0048471; GO:0048487; GO:0051028; GO:0070129; GO:1990904	condensed nuclear chromosome; mitochondrial RNA catabolic process; negative regulation of mitochondrial RNA catabolic process; single-stranded DNA binding; RNA binding; mRNA 3'-UTR binding; protein binding; nucleus; nuclear inner membrane; nuclear outer membrane; nucleoplasm; mitochondrion; mitochondrial matrix; cytoskeleton; microtubule; autophagy; microtubule binding; membrane; ubiquitin protein ligase binding; mitochondrial nucleoid; mitochondrion transport along microtubule; perinuclear region of cytoplasm; beta-tubulin binding; mRNA transport; regulation of mitochondrial translation; ribonucleoprotein complex	0.4905	0	1	1.0	1.0	1.0	0.5625	0.5625
LRRC31	I14_OG000435	Q6UY01	ENSG00000114248	leucine rich repeat containing 31	NA	NA	0.3807	0.00222	1	0.8181818181818182	0.8181818181818181	0.0	0.4375	0.4375
MAK	I14_OG000544	P20794	ENSG00000111837	male germ cell associated kinase	GO:0001750; GO:0001917; GO:0003713; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005515; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005929; GO:0005930; GO:0006338; GO:0006468; GO:0007283; GO:0030154; GO:0030496; GO:0031514; GO:0032391; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0042073; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045494; GO:0045893; GO:0046777; GO:0046872; GO:0060271; GO:0072354; GO:0072371; GO:0072518; GO:0072686; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1902856; GO:1905515; GO:1990244	photoreceptor outer segment; photoreceptor inner segment; transcription coactivator activity; protein kinase activity; protein serine/threonine kinase activity; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; protein binding; ATP binding; nucleus; cytoplasm; centrosome; cilium; axoneme; chromatin remodeling; protein phosphorylation; spermatogenesis; cell differentiation; midbody; motile cilium; photoreceptor connecting cilium; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; intracellular signal transduction; histone H2AXS139 kinase activity; intraciliary transport; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; photoreceptor cell maintenance; positive regulation of DNA-templated transcription; protein autophosphorylation; metal ion binding; cilium assembly; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; mitotic spindle; protein serine kinase activity; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; negative regulation of non-motile cilium assembly; non-motile cilium assembly; histone H2AT120 kinase activity	0.4432	0.01356	1	1.0	1.0	1.0	0.625	0.625
MAP3K1	I60_OG000966	Q13233	ENSG00000095015	mitogen-activated protein kinase kinase kinase 1	GO:0000165; GO:0004672; GO:0004674; GO:0004706; GO:0004709; GO:0005515; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0008270; GO:0019901; GO:0038095; GO:0070160; GO:0071260; GO:0106310	MAPK cascade; protein kinase activity; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; MAP kinase kinase kinase activity; protein binding; ATP binding; cytoplasm; cytosol; protein phosphorylation; zinc ion binding; protein kinase binding; Fc-epsilon receptor signaling pathway; tight junction; cellular response to mechanical stimulus; protein serine kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K14	I60_OG000966	Q99558	ENSG00000006062	mitogen-activated protein kinase kinase kinase 14	GO:0000165; GO:0001650; GO:0004672; GO:0004674; GO:0004706; GO:0005515; GO:0005524; GO:0005654; GO:0005829; GO:0006955; GO:0007249; GO:0038061; GO:0043231; GO:0051607; GO:0071260; GO:0106310	MAPK cascade; fibrillar center; protein kinase activity; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; protein binding; ATP binding; nucleoplasm; cytosol; immune response; canonical NF-kappaB signal transduction; non-canonical NF-kappaB signal transduction; intracellular membrane-bounded organelle; defense response to virus; cellular response to mechanical stimulus; protein serine kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K14	I60_OG000966	Q99558	ENSG00000282637	mitogen-activated protein kinase kinase kinase 14	GO:0000165; GO:0001650; GO:0004672; GO:0004674; GO:0004706; GO:0005515; GO:0005524; GO:0005654; GO:0005829; GO:0006955; GO:0007249; GO:0038061; GO:0043231; GO:0051607; GO:0071260; GO:0106310	MAPK cascade; fibrillar center; protein kinase activity; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; protein binding; ATP binding; nucleoplasm; cytosol; immune response; canonical NF-kappaB signal transduction; non-canonical NF-kappaB signal transduction; intracellular membrane-bounded organelle; defense response to virus; cellular response to mechanical stimulus; protein serine kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K19	I60_OG000966	Q56UN5	ENSG00000176601	mitogen-activated protein kinase kinase kinase 19	GO:0000165; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0006338; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244	MAPK cascade; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; ATP binding; chromatin remodeling; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; histone H2AXS139 kinase activity; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; protein serine kinase activity; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; histone H2AT120 kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K2	I60_OG000966	Q9Y2U5	ENSG00000169967	mitogen-activated protein kinase kinase kinase 2	GO:0000165; GO:0004672; GO:0004674; GO:0004706; GO:0005515; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0019901; GO:0035556; GO:0046872; GO:0071260; GO:0106310	MAPK cascade; protein kinase activity; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; protein binding; ATP binding; nucleoplasm; cytoplasm; cytosol; protein kinase binding; intracellular signal transduction; metal ion binding; cellular response to mechanical stimulus; protein serine kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K3	I60_OG000966	Q99759	ENSG00000198909	mitogen-activated protein kinase kinase kinase 3	GO:0000165; GO:0001568; GO:0004672; GO:0004674; GO:0004706; GO:0004709; GO:0005515; GO:0005524; GO:0005737; GO:0005829; GO:0035556; GO:0043123; GO:0046777; GO:0046872; GO:0106310; GO:1900745	MAPK cascade; blood vessel development; protein kinase activity; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; MAP kinase kinase kinase activity; protein binding; ATP binding; cytoplasm; cytosol; intracellular signal transduction; positive regulation of canonical NF-kappaB signal transduction; protein autophosphorylation; metal ion binding; protein serine kinase activity; positive regulation of p38MAPK cascade	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAP3K4	I60_OG000966	Q9Y6R4	ENSG00000085511	mitogen-activated protein kinase kinase kinase 4	GO:0000165; GO:0001890; GO:0004706; GO:0004709; GO:0005515; GO:0005524; GO:0005737; GO:0010225; GO:0010468; GO:0019100; GO:0032206; GO:0035556; GO:0038066; GO:0043507; GO:0046872; GO:0048471; GO:0060718; GO:0106310; GO:1900745	MAPK cascade; placenta development; JUN kinase kinase kinase activity; MAP kinase kinase kinase activity; protein binding; ATP binding; cytoplasm; response to UV-C; regulation of gene expression; male germ-line sex determination; positive regulation of telomere maintenance; intracellular signal transduction; p38MAPK cascade; positive regulation of JUN kinase activity; metal ion binding; perinuclear region of cytoplasm; chorionic trophoblast cell differentiation; protein serine kinase activity; positive regulation of p38MAPK cascade	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
