ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
7243	ENSG00000160953.17	PWWP3A	chr19	+	NA	NA	NA	NA	NA	NA	7243	574,477,680	6,2,0	483,357,654	16,10,26	1448	149	5.39472910788e-11	2.346133254575898e-9	0.908,0.961,1.0	0.756,0.786,0.721	0.202	NA	NA	NA	NA	RI	chr19|+|1357008|1358464|1357008|1357094|1358393|1358464	2.346133254575898e-9	0.202	0.9563333333333334	0.7543333333333333	3285	NA	NA	NA	NA	1357008	1357094	1358393	1358464	NA	NA	NA	NA	NA	NA	NA	1357008	1358464	54,79,64,71,22,75	81,72,156,88,74,65	439,326,460,324,261,514	6,2,0,16,10,26	NA	NA	NA	NA	NA	7243	chr19	+	NA	NA	NA	NA	NA	NA	7243	481,520,549	3,8,28	324,454,406	0,2,12	1448	149	0.0664430958435	0.1623179028312688	0.943,0.87,0.669	1.0,0.959,0.777	-0.085	NA	NA	NA	NA	0.1623179028312688	-0.085	0.8273333333333334	0.912	2787	NA	NA	NA	NA	1357008	1357094	1358393	1358464	NA	NA	NA	NA	NA	NA	NA	1357008	1358464	36,46,40,25,24,56	94,126,91,57,94,58	351,348,418,242,336,292	3,8,28,0,2,12	NA	NA	NA	NA	NA
7282	ENSG00000240344.10	PPIL3	chr2	-	NA	NA	NA	NA	NA	NA	7282	237,193,334	69,63,120	48,39,83	33,28,48	1002	149	2.87195700688e-5	2.8132332853335e-4	0.338,0.313,0.293	0.178,0.172,0.205	0.13	NA	NA	NA	NA	RI	chr2|-|200881420|200882435|200881420|200881488|200882341|200882435	2.8132332853335e-4	0.13	0.31466666666666665	0.185	1295	NA	NA	NA	NA	200881420	200881488	200882341	200882435	NA	NA	NA	NA	NA	NA	NA	200881420	200882435	80,44,85,16,8,19	54,35,87,8,8,29	103,114,162,24,23,35	69,63,120,33,28,48	NA	NA	NA	NA	NA	7282	chr2	-	NA	NA	NA	NA	NA	NA	7282	110,166,279	37,61,72	51,89,82	20,18,43	1002	149	0.520655626419	0.7556451160644895	0.307,0.288,0.366	0.275,0.424,0.221	0.014	NA	NA	NA	NA	0.7556451160644895	0.014	0.3203333333333333	0.30666666666666664	1028	NA	NA	NA	NA	200881420	200881488	200882341	200882435	NA	NA	NA	NA	NA	NA	NA	200881420	200882435	53,56,109,9,36,23	18,27,28,20,11,12	39,83,142,22,42,47	37,61,72,20,18,43	NA	NA	NA	NA	NA
7285	ENSG00000130244.13	FAM98C	chr19	+	NA	NA	NA	NA	NA	NA	7285	34,23,24	52,36,37	9,5,9	23,30,20	222	149	0.00815803248543	0.03023094878771804	0.305,0.3,0.303	0.208,0.101,0.232	0.122	NA	NA	NA	NA	RI	chr19|+|38403337|38403694|38403337|38403486|38403559|38403694	0.03023094878771804	0.122	0.30266666666666664	0.18033333333333335	302	NA	NA	NA	NA	38403337	38403486	38403559	38403694	NA	NA	NA	NA	NA	NA	NA	38403337	38403694	25,9,12,8,4,2	22,16,16,9,3,7	0,0,0,0,0,0	52,36,37,23,30,20	NA	NA	NA	NA	NA	7285	chr19	+	NA	NA	NA	NA	NA	NA	7285	24,10,27	49,32,59	5,1,12	6,8,29	222	149	0.678412097524	0.8894769120597993	0.247,0.173,0.235	0.359,0.077,0.217	0.001	NA	NA	NA	NA	0.8894769120597993	0.001	0.21833333333333332	0.21766666666666667	262	NA	NA	NA	NA	38403337	38403486	38403559	38403694	NA	NA	NA	NA	NA	NA	NA	38403337	38403694	9,5,20,5,1,1	24,7,21,0,1,11	0,0,0,0,0,0	49,32,59,6,8,29	NA	NA	NA	NA	NA
7290	ENSG00000198198.17	SZT2	chr1	+	NA	NA	NA	NA	NA	NA	7290	420,301,350	45,8,14	399,290,321	40,39,59	1344	149	0.00157520751543	0.00804260823032203	0.509,0.807,0.735	0.525,0.452,0.376	0.233	NA	NA	NA	NA	RI	chr1|+|43432988|43434485|43432988|43433190|43434385|43434485	0.00804260823032203	0.233	0.6836666666666666	0.451	2286	NA	NA	NA	NA	43432988	43433190	43434385	43434485	NA	NA	NA	NA	NA	NA	NA	43432988	43434485	13,15,34,14,18,24	57,40,20,42,27,27	350,246,296,343,245,270	45,8,14,40,39,59	NA	NA	NA	NA	NA	7290	chr1	+	NA	NA	NA	NA	NA	NA	7290	389,314,372	16,24,28	347,401,333	70,23,29	1344	149	0.10114175037	0.22505343790878043	0.729,0.592,0.596	0.355,0.659,0.56	0.114	NA	NA	NA	NA	0.22505343790878043	0.114	0.639	0.5246666666666667	2346	NA	NA	NA	NA	43432988	43433190	43434385	43434485	NA	NA	NA	NA	NA	NA	NA	43432988	43434485	3,11,26,8,24,14	28,36,31,22,24,29	358,267,315,317,353,290	16,24,28,70,23,29	NA	NA	NA	NA	NA
7291	ENSG00000198198.17	SZT2	chr1	+	NA	NA	NA	NA	NA	NA	7291	54,12,29	0,0,0	18,20,51	0,14,0	844	149	0.00500809002298	0.020459432392347342	1.0,1.0,1.0	1.0,0.201,1.0	0.266	NA	NA	NA	NA	RI	chr1|+|43446178|43447168|43446178|43446259|43446954|43447168	0.020459432392347342	0.266	1	0.7336666666666667	198	NA	NA	NA	NA	43446178	43446259	43446954	43447168	NA	NA	NA	NA	NA	NA	NA	43446178	43447168	23,0,3,1,0,8	5,5,0,0,3,5	26,7,26,17,17,38	0,0,0,0,14,0	NA	NA	NA	NA	NA	7291	chr1	+	NA	NA	NA	NA	NA	NA	7291	15,22,36	0,4,0	32,29,26	0,0,0	844	149	0.0930920916751	0.2112910150742337	1.0,0.493,1.0	1.0,1.0,1.0	-0.169	NA	NA	NA	NA	0.2112910150742337	-0.169	0.831	1	164	NA	NA	NA	NA	43446178	43446259	43446954	43447168	NA	NA	NA	NA	NA	NA	NA	43446178	43447168	0,8,6,4,3,4	13,2,11,0,0,9	2,12,19,28,26,13	0,4,0,0,0,0	NA	NA	NA	NA	NA
7294	ENSG00000117569.20	PTBP2	chr1	+	NA	NA	NA	NA	NA	NA	7294	941,864,1003	4,0,0	565,914,1030	11,3,18	1628	149	2.3661263282e-8	5.450853301910517e-7	0.956,1.0,1.0	0.825,0.965,0.84	0.109	NA	NA	NA	NA	RI	chr1|+|96804799|96806452|96804799|96804939|96806418|96806452	5.450853301910517e-7	0.109	0.9853333333333333	0.8766666666666666	5353	NA	NA	NA	NA	96804799	96804939	96806418	96806452	NA	NA	NA	NA	NA	NA	NA	96804799	96806452	34,22,24,41,42,54	139,165,93,99,128,190	768,677,886,425,744,786	4,0,0,11,3,18	NA	NA	NA	NA	NA	7294	chr1	+	NA	NA	NA	NA	NA	NA	7294	519,733,1049	0,0,1	508,780,756	0,1,4	1628	149	0.497463980812	0.7311231394800847	1.0,1.0,0.99	1.0,0.986,0.945	0.02	NA	NA	NA	NA	0.7311231394800847	0.02	0.9966666666666667	0.977	4351	NA	NA	NA	NA	96804799	96804939	96806418	96806452	NA	NA	NA	NA	NA	NA	NA	96804799	96806452	42,20,26,16,17,56	114,87,167,67,134,115	363,626,856,425,629,585	0,0,1,0,1,4	NA	NA	NA	NA	NA
7306	ENSG00000155906.20	RMND1	chr6	-	NA	NA	NA	NA	NA	NA	7306	45,59,46	11,33,17	15,27,18	5,32,31	1368	149	7.13806297864e-4	0.00424133742102911	0.308,0.163,0.228	0.246,0.084,0.059	0.103	NA	NA	NA	NA	RI	chr6|-|151421244|151422605|151421244|151421321|151422540|151422605	0.00424133742102911	0.103	0.233	0.12966666666666665	339	NA	NA	NA	NA	151421244	151421321	151422540	151422605	NA	NA	NA	NA	NA	NA	NA	151421244	151422605	0,6,5,4,4,3	0,0,4,0,0,3	45,53,37,11,23,12	11,33,17,5,32,31	NA	NA	NA	NA	NA	7306	chr6	-	NA	NA	NA	NA	NA	NA	7306	37,21,41	34,70,72	13,24,23	29,31,38	1368	149	0.834427062345	1	0.106,0.032,0.058	0.047,0.078,0.062	0.003	NA	NA	NA	NA	1	0.003	0.06533333333333333	0.06233333333333333	433	NA	NA	NA	NA	151421244	151421321	151422540	151422605	NA	NA	NA	NA	NA	NA	NA	151421244	151422605	20,8,1,8,2,3	2,0,0,1,0,3	15,13,40,4,22,17	34,70,72,29,31,38	NA	NA	NA	NA	NA
7309	ENSG00000175832.13	ETV4	chr17	-	NA	NA	NA	NA	NA	NA	7309	45,44,51	34,16,20	18,19,54	20,51,53	339	149	1.73269667924e-4	0.00129571902891459	0.368,0.547,0.528	0.283,0.141,0.309	0.237	NA	NA	NA	NA	RI	chr17|-|43545273|43545668|43545273|43545367|43545557|43545668	0.00129571902891459	0.237	0.48100000000000004	0.24433333333333332	425	NA	NA	NA	NA	43545273	43545367	43545557	43545668	NA	NA	NA	NA	NA	NA	NA	43545273	43545668	33,24,33,14,19,51	12,15,2,4,0,3	0,5,16,0,0,0	34,16,20,20,51,53	NA	NA	NA	NA	NA	7309	chr17	-	NA	NA	NA	NA	NA	NA	7309	27,28,22	40,45,19	28,44,51	56,23,58	339	149	0.463355181511	0.6979800302182413	0.229,0.215,0.337	0.18,0.457,0.279	-0.045	NA	NA	NA	NA	0.6979800302182413	-0.045	0.26033333333333336	0.30533333333333335	441	NA	NA	NA	NA	43545273	43545367	43545557	43545668	NA	NA	NA	NA	NA	NA	NA	43545273	43545668	21,13,15,25,29,37	2,9,1,0,2,6	4,6,6,3,13,8	40,45,19,56,23,58	NA	NA	NA	NA	NA
7369	ENSG00000122512.17	PMS2	chr7	-	NA	NA	NA	NA	NA	NA	7369	90,91,72	1,0,2	26,24,65	1,3,13	1841	149	8.450476917e-6	9.703806077723596e-5	0.879,1.0,0.744	0.678,0.393,0.288	0.421	NA	NA	NA	NA	RI	chr7|-|5995533|5997423|5995533|5995633|5997325|5997423	9.703806077723596e-5	0.421	0.8743333333333333	0.453	388	NA	NA	NA	NA	5995533	5995633	5997325	5997423	NA	NA	NA	NA	NA	NA	NA	5995533	5997423	5,10,17,9,1,3	22,12,6,4,3,4	63,69,49,13,20,58	1,0,2,1,3,13	NA	NA	NA	NA	NA	7369	chr7	-	NA	NA	NA	NA	NA	NA	7369	90,107,114	10,19,4	15,52,68	0,2,10	1841	149	0.429726630664	0.6604283162166457	0.421,0.313,0.698	1.0,0.678,0.355	-0.2	NA	NA	NA	NA	0.6604283162166457	-0.2	0.47733333333333333	0.6776666666666666	491	NA	NA	NA	NA	5995533	5995633	5997325	5997423	NA	NA	NA	NA	NA	NA	NA	5995533	5997423	24,0,19,6,9,0	9,17,16,0,1,9	57,90,79,9,42,59	10,19,4,0,2,10	NA	NA	NA	NA	NA
7370	ENSG00000122512.17	PMS2	chr7	-	NA	NA	NA	NA	NA	NA	7370	5,8,1	22,3,6	3,0,0	16,9,40	328	149	1.57209283853e-4	0.00119459599134524	0.094,0.548,0.07	0.078,0.0,0.0	0.211	NA	NA	NA	NA	RI	chr7|-|6003537|6004058|6003537|6003792|6003971|6004058	0.00119459599134524	0.211	0.23733333333333337	0.026000000000000002	113	NA	NA	NA	NA	6003537	6003792	6003971	6004058	NA	NA	NA	NA	NA	NA	NA	6003537	6004058	5,4,1,0,0,0	0,4,0,3,0,0	0,0,0,0,0,0	22,3,6,16,9,40	NA	NA	NA	NA	NA	7370	chr7	-	NA	NA	NA	NA	NA	NA	7370	5,0,3	5,20,38	0,15,0	3,8,25	328	149	0.395171558423	0.6237341807263483	0.312,0.0,0.035	0.0,0.46,0.0	-0.038	NA	NA	NA	NA	0.6237341807263483	-0.038	0.11566666666666667	0.15333333333333332	122	NA	NA	NA	NA	6003537	6003792	6003971	6004058	NA	NA	NA	NA	NA	NA	NA	6003537	6004058	4,0,3,0,8,0	1,0,0,0,0,0	0,0,0,0,7,0	5,20,38,3,8,25	NA	NA	NA	NA	NA
7372	ENSG00000197912.16	SPG7	chr16	+	NA	NA	NA	NA	NA	NA	7372	483,538,406	44,86,95	251,330,334	78,86,127	1252	149	4.2105309176e-4	0.00274962466312281	0.566,0.427,0.337	0.277,0.314,0.238	0.167	NA	NA	NA	NA	RI	chr16|+|89529476|89530808|89529476|89529579|89530682|89530808	0.00274962466312281	0.167	0.4433333333333333	0.2763333333333333	2858	NA	NA	NA	NA	89529476	89529579	89530682	89530808	NA	NA	NA	NA	NA	NA	NA	89529476	89530808	109,66,86,34,55,39	55,43,53,34,83,63	319,429,267,183,192,232	44,86,95,78,86,127	NA	NA	NA	NA	NA	7372	chr16	+	NA	NA	NA	NA	NA	NA	7372	483,474,392	57,140,88	264,285,303	102,67,101	1252	149	0.0299021282733	0.0853397696798009	0.502,0.287,0.346	0.235,0.336,0.263	0.1	NA	NA	NA	NA	0.0853397696798009	0.1	0.3783333333333333	0.278	2756	NA	NA	NA	NA	89529476	89529579	89530682	89530808	NA	NA	NA	NA	NA	NA	NA	89529476	89530808	116,115,47,52,46,56	53,64,65,47,20,56	314,295,280,165,219,191	57,140,88,102,67,101	NA	NA	NA	NA	NA
7400	ENSG00000167103.12	PIP5KL1	chr9	-	NA	NA	NA	NA	NA	NA	7400	144,29,133	126,113,163	20,21,26	104,151,206	237	149	1.8317757533e-8	4.320172661244462e-7	0.418,0.139,0.339	0.108,0.08,0.074	0.211	NA	NA	NA	NA	RI	chr9|-|127927152|127927331|127927152|127927208|127927296|127927331	4.320172661244462e-7	0.211	0.2986666666666667	0.08733333333333333	1236	NA	NA	NA	NA	127927152	127927208	127927296	127927331	NA	NA	NA	NA	NA	NA	NA	127927152	127927331	96,25,91,20,19,22	78,4,93,6,6,16	0,0,0,0,0,0	126,113,163,104,151,206	NA	NA	NA	NA	NA	7400	chr9	-	NA	NA	NA	NA	NA	NA	7400	64,79,140	131,208,211	25,46,83	111,149,212	237	149	0.00242513322466	0.0111541352198947	0.235,0.193,0.294	0.124,0.163,0.198	0.079	NA	NA	NA	NA	0.0111541352198947	0.079	0.24066666666666667	0.16166666666666668	1459	NA	NA	NA	NA	127927152	127927208	127927296	127927331	NA	NA	NA	NA	NA	NA	NA	127927152	127927331	58,65,124,25,37,63	26,40,91,11,20,41	0,0,0,0,0,0	131,208,211,111,149,212	NA	NA	NA	NA	NA
7463	ENSG00000122678.17	POLM	chr7	-	NA	NA	NA	NA	NA	NA	7463	159,150,134	0,0,2	109,111,170	4,5,18	326	149	1.02276376257e-8	2.668760592374145e-7	1.0,1.0,0.968	0.926,0.91,0.812	0.107	NA	NA	NA	NA	RI	chr7|-|44074130|44074530|44074130|44074220|44074397|44074530	2.668760592374145e-7	0.107	0.9893333333333333	0.8826666666666667	862	NA	NA	NA	NA	44074130	44074220	44074397	44074530	NA	NA	NA	NA	NA	NA	NA	44074130	44074530	60,47,74,36,51,61	63,103,40,45,30,67	36,0,20,28,30,42	0,0,2,4,5,18	NA	NA	NA	NA	NA	7463	chr7	-	NA	NA	NA	NA	NA	NA	7463	97,186,203	0,8,0	101,104,109	0,9,13	326	149	4.06072971887e-4	0.00248961896165034	1.0,0.914,1.0	1.0,0.841,0.793	0.093	NA	NA	NA	NA	0.00248961896165034	0.093	0.9713333333333334	0.878	830	NA	NA	NA	NA	44074130	44074220	44074397	44074530	NA	NA	NA	NA	NA	NA	NA	44074130	44074530	23,74,114,39,38,49	32,75,61,46,46,38	42,37,28,16,20,22	0,8,0,0,9,13	NA	NA	NA	NA	NA
7488	ENSG00000136279.21	DBNL	chr7	+	NA	NA	NA	NA	NA	NA	7488	255,244,244	35,46,39	188,172,162	38,39,60	418	149	0.0111425480159	0.03893225323846085	0.722,0.654,0.69	0.638,0.611,0.49	0.109	NA	NA	NA	NA	RI	chr7|+|44057781|44058280|44057781|44057859|44058128|44058280	0.03893225323846085	0.109	0.6886666666666666	0.5796666666666667	1522	NA	NA	NA	NA	44057781	44057859	44058128	44058280	NA	NA	NA	NA	NA	NA	NA	44057781	44058280	77,111,116,98,54,62	96,91,61,42,81,54	82,42,67,48,37,46	35,46,39,38,39,60	NA	NA	NA	NA	NA	7488	chr7	+	NA	NA	NA	NA	NA	NA	7488	199,252,287	30,64,52	104,223,175	59,27,78	418	149	0.136014206083	0.2828477240135114	0.703,0.584,0.663	0.386,0.746,0.444	0.125	NA	NA	NA	NA	0.2828477240135114	0.125	0.65	0.5253333333333333	1550	NA	NA	NA	NA	44057781	44057859	44058128	44058280	NA	NA	NA	NA	NA	NA	NA	44057781	44058280	83,58,144,36,96,62	84,134,81,44,65,63	32,60,62,24,62,50	30,64,52,59,27,78	NA	NA	NA	NA	NA
7505	ENSG00000126522.17	ASL	chr7	+	NA	NA	NA	NA	NA	NA	7505	183,104,67	56,27,25	65,85,66	40,34,39	331	149	0.00513215635395	0.02077252987618574	0.595,0.634,0.547	0.422,0.529,0.432	0.131	NA	NA	NA	NA	RI	chr7|+|66075833|66076093|66075833|66075856|66076038|66076093	0.02077252987618574	0.131	0.592	0.461	791	NA	NA	NA	NA	66075833	66075856	66076038	66076093	NA	NA	NA	NA	NA	NA	NA	66075833	66076093	16,12,10,11,8,8	114,71,52,36,67,37	53,21,5,18,10,21	56,27,25,40,34,39	NA	NA	NA	NA	NA	7505	chr7	+	NA	NA	NA	NA	NA	NA	7505	59,174,91	42,40,57	105,97,71	48,60,53	331	149	0.381084919789	0.6083457125576978	0.387,0.662,0.418	0.496,0.421,0.376	0.058	NA	NA	NA	NA	0.6083457125576978	0.058	0.489	0.431	897	NA	NA	NA	NA	66075833	66075856	66076038	66076093	NA	NA	NA	NA	NA	NA	NA	66075833	66076093	15,21,6,16,14,11	40,74,46,73,57,52	4,79,39,16,26,8	42,40,57,48,60,53	NA	NA	NA	NA	NA
7517	ENSG00000121879.6	PIK3CA	chr3	+	NA	NA	NA	NA	NA	NA	7517	27,11,18	14,16,10	2,0,1	5,2,21	710	149	7.86154275012e-9	2.1425324508327037e-7	0.288,0.126,0.274	0.077,0.0,0.01	0.2	NA	NA	NA	NA	RI	chr3|+|179229271|179230121|179229271|179229442|179230003|179230121	2.1425324508327037e-7	0.2	0.22933333333333333	0.029	127	NA	NA	NA	NA	179229271	179229442	179230003	179230121	NA	NA	NA	NA	NA	NA	NA	179229271	179230121	4,4,16,2,0,0	14,4,0,0,0,1	9,3,2,0,0,0	14,16,10,5,2,21	NA	NA	NA	NA	NA	7517	chr3	+	NA	NA	NA	NA	NA	NA	7517	1,7,0	4,13,15	7,6,4	8,8,11	710	149	0.0327446631486	0.091974428257858315	0.05,0.102,0.0	0.155,0.136,0.071	-0.07	NA	NA	NA	NA	0.091974428257858315	-0.07	0.050666666666666665	0.12066666666666667	84	NA	NA	NA	NA	179229271	179229442	179230003	179230121	NA	NA	NA	NA	NA	NA	NA	179229271	179230121	0,3,0,2,0,4	1,0,0,4,6,0	0,4,0,1,0,0	4,13,15,8,8,11	NA	NA	NA	NA	NA
7519	ENSG00000154222.15	CC2D1B	chr1	-	NA	NA	NA	NA	NA	NA	7519	284,324,316	46,56,26	148,169,194	40,37,79	581	149	3.49440741258e-4	0.00234438799277249	0.613,0.597,0.757	0.487,0.539,0.386	0.185	NA	NA	NA	NA	RI	chr1|-|52357780|52358461|52357780|52357898|52358330|52358461	0.00234438799277249	0.185	0.6556666666666666	0.4706666666666667	1719	NA	NA	NA	NA	52357780	52357898	52358330	52358461	NA	NA	NA	NA	NA	NA	NA	52357780	52358461	61,82,89,39,38,38	41,78,65,27,44,48	182,164,162,82,87,108	46,56,26,40,37,79	NA	NA	NA	NA	NA	7519	chr1	-	NA	NA	NA	NA	NA	NA	7519	138,234,277	28,47,60	151,161,181	41,21,67	581	149	0.509649224235	0.7443274690583238	0.558,0.561,0.542	0.486,0.663,0.409	0.034	NA	NA	NA	NA	0.7443274690583238	0.034	0.5536666666666668	0.5193333333333333	1406	NA	NA	NA	NA	52357780	52357898	52358330	52358461	NA	NA	NA	NA	NA	NA	NA	52357780	52358461	57,52,74,42,27,40	8,28,35,36,25,29	73,154,168,73,109,112	28,47,60,41,21,67	NA	NA	NA	NA	NA
7543	ENSG00000104522.16	GFUS	chr8	-	NA	NA	NA	NA	NA	NA	7543	641,759,730	1142,1164,1219	194,239,313	2250,2428,1257	379	149	0	0	0.181,0.204,0.191	0.033,0.037,0.089	0.139	NA	NA	NA	NA	RI	chr8|-|143612617|143613295|143612617|143612965|143613195|143613295	0	0.139	0.192	0.053	12336	NA	NA	NA	NA	143612617	143612965	143613195	143613295	NA	NA	NA	NA	NA	NA	NA	143612617	143613295	234,300,333,70,85,135	280,253,284,86,107,120	127,206,113,38,47,58	1142,1164,1219,2250,2428,1257	NA	NA	NA	NA	NA	7543	chr8	-	NA	NA	NA	NA	NA	NA	7543	416,707,668	781,1426,3919	161,161,291	950,2707,1201	379	149	1.6653345369399998e-15	1.478964010085391e-13	0.173,0.163,0.063	0.062,0.023,0.087	0.076	NA	NA	NA	NA	1.478964010085391e-13	0.076	0.133	0.05733333333333333	13388	NA	NA	NA	NA	143612617	143612965	143613195	143613295	NA	NA	NA	NA	NA	NA	NA	143612617	143613295	139,226,247,58,56,89	214,316,290,94,80,144	63,165,131,9,25,58	781,1426,3919,950,2707,1201	NA	NA	NA	NA	NA
7551	ENSG00000186088.16	GSAP	chr7	-	NA	NA	NA	NA	NA	NA	7551	215,202,212	8,5,3	267,271,329	41,5,34	996	149	0.00509720553146	0.02069810024014555	0.801,0.858,0.914	0.493,0.89,0.591	0.2	NA	NA	NA	NA	RI	chr7|-|77329332|77330367|77329332|77329391|77330238|77330367	0.02069810024014555	0.2	0.8576666666666667	0.658	1592	NA	NA	NA	NA	77329332	77329391	77330238	77330367	NA	NA	NA	NA	NA	NA	NA	77329332	77330367	23,17,55,31,42,80	29,32,52,66,43,84	163,153,105,170,186,165	8,5,3,41,5,34	NA	NA	NA	NA	NA	7551	chr7	-	NA	NA	NA	NA	NA	NA	7551	180,228,254	22,17,30	222,217,230	12,36,22	996	149	0.877427527295	1	0.55,0.667,0.559	0.735,0.474,0.61	-0.014	NA	NA	NA	NA	1	-0.014	0.5920000000000001	0.6063333333333333	1470	NA	NA	NA	NA	77329332	77329391	77330238	77330367	NA	NA	NA	NA	NA	NA	NA	77329332	77330367	44,30,41,24,27,18	35,49,49,50,47,60	101,149,164,148,143,152	22,17,30,12,36,22	NA	NA	NA	NA	NA
7560	ENSG00000166598.16	HSP90B1	chr12	+	NA	NA	NA	NA	NA	NA	7560	278,225,243	28,0,3	198,233,306	17,17,27	677	149	0.00202729864629	0.0098558608745689	0.686,1.0,0.947	0.719,0.751,0.714	0.15	NA	NA	NA	NA	RI	chr12|+|103931520|103932418|103931520|103931748|103932276|103932418	0.0098558608745689	0.15	0.8776666666666667	0.728	1575	NA	NA	NA	NA	103931520	103931748	103932276	103932418	NA	NA	NA	NA	NA	NA	NA	103931520	103932418	59,82,124,64,73,107	78,42,44,49,58,56	141,101,75,85,102,143	28,0,3,17,17,27	NA	NA	NA	NA	NA	7560	chr12	+	NA	NA	NA	NA	NA	NA	7560	238,215,172	22,23,39	209,323,220	23,9,34	677	149	0.162395963112	0.3234529093777599	0.704,0.673,0.493	0.667,0.888,0.587	-0.091	NA	NA	NA	NA	0.3234529093777599	-0.091	0.6233333333333333	0.714	1527	NA	NA	NA	NA	103931520	103931748	103932276	103932418	NA	NA	NA	NA	NA	NA	NA	103931520	103932418	64,66,36,69,111,105	58,54,39,55,55,47	116,95,97,85,157,68	22,23,39,23,9,34	NA	NA	NA	NA	NA
7625	ENSG00000106330.12	MOSPD3	chr7	+	NA	NA	NA	NA	NA	NA	7625	167,145,151	17,22,11	15,30,19	2,18,24	346	149	6.18919502177e-4	0.00376477642818398	0.809,0.739,0.855	0.764,0.418,0.254	0.322	NA	NA	NA	NA	RI	chr7|+|100612729|100613269|100612729|100612996|100613193|100613269	0.00376477642818398	0.322	0.801	0.4786666666666667	621	NA	NA	NA	NA	100612729	100612996	100613193	100613269	NA	NA	NA	NA	NA	NA	NA	100612729	100613269	31,25,45,6,4,6	72,88,64,9,24,9	64,32,42,0,2,4	17,22,11,2,18,24	NA	NA	NA	NA	NA	7625	chr7	+	NA	NA	NA	NA	NA	NA	7625	68,71,150	24,32,17	14,14,22	9,15,7	346	149	0.0376076503334	0.10262657043081908	0.55,0.489,0.792	0.401,0.287,0.575	0.189	NA	NA	NA	NA	0.10262657043081908	0.189	0.6103333333333334	0.421	443	NA	NA	NA	NA	100612729	100612996	100613193	100613269	NA	NA	NA	NA	NA	NA	NA	100612729	100613269	12,28,41,0,1,6	45,32,94,14,12,8	11,11,15,0,1,8	24,32,17,9,15,7	NA	NA	NA	NA	NA
